Activityid,ProjectName,ActivityExternalReference,ProjectExternalReference,ActivityName,OwnerCaregiverId,CommunityName,StrategicInitiativeName,ItemType,assignment_group_name,description
37110,Cybersecurity - Advisory COE (59 epics),EPIC0037110,,Projecto - Minor Cybersecurity Secure Design and Engineering Service,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"General Information:
•         Name of Project/Request: Projecto
•         Description of Project/Request: Security Assessment for Project (third party system) in preparation for possible sharing of PPI data from Oracle ERP.
•         Please provide any available documentation.   
•         Have you submitted this request in ServiceNow? No.
o    If yes, what is your ServiceNow Idea, Demand, or Project Number: 
•         Is this a Pre-Purchase Request (YES or NO): No.
•         Does this request involve Hardware (I.e. - Medical Devices, Tablets, Wearables, Other Devices)? No.
o    If yes, what type(s)? 
•         What is the Highest classification of Data for your request/project? I'm not positive on the right classification, but we might pass SSN's which is PPI.
o   Public, Internal, Confidential, Restricted Confidential (Choose One)
•         Does this service or system require access from the internet?
o   Yes/No (Choose One)
•         What is your requested Timeline: ASAP - completed by March 2022.
•         CCF Line of Business/Institute: Operations.
•         Contacts: 
o    CCF Business Owner: Christine Foley?
o    CCF Project Manager: NA.
o    CCF Technical Lead: 
o    Vendor Company Name: Wizard Software?
o    Vendor Contact Name, Phone, Email:
"
37115,Cybersecurity - Red Team (38 epics),EPIC0037115,,[2022 Capability] Enhanced Purple Teaming,24,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,"Create a new capability that tests more advanced attack techniques above & beyond TTPs tested in 2021, in order to further evaluate our people, processes, and technology against threats."
37325,Cybersecurity - Advisory COE (59 epics),EPIC0037325,,Ziosoft Software deployment - Minor Cybersecurity Secure Design and Engineering Service,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"• Name of Project/Request: Ziosoft Software deployment
• Description of Project/Request: Configure and build desktop and laptop – work with Ziosoft Team to allow deployment of software
• Please provide any available documentation.   
• Have you submitted this request in ServiceNow? 
o If yes, what is your ServiceNow Idea, Demand, or Project Number: 
• Is this a Pre-Purchase Request (YES or NO):No
• Does this request involve Hardware (I.e. - Medical Devices, Tablets, Wearables, Other Devices)? 
o If yes, what type(s)? CCF Desktop and Laptop – Dr. Tretter has 2 license
• What is the Highest classification of Data for your request/project?
o Public, Internal, Confidential, Restricted Confidential (Choose One)
• Does this service or system require access from the internet?
o No
• What is your requested Timeline: ASAP
• CCF Line of Business/Institute: Pediatric Cardiology / Pediatric Institute
• Contacts: 
o CCF Business Owner: Lauren Piechowiak
o CCF Project Manager: Jennifer Owens
o CCF Technical Lead: 
o Vendor Company Name: Ziosoft Inc
o Vendor Contact Name, Phone, Email:
Rajeev Taitriya – Rtaitriya@ziosoftinc.com

Amy Tipton l Global Clinical Education and Success Manager
Ziosoft USA Inc.
39899 Balentine Drive, Suite 116
Newark, CA 94560 USA
(o) +1  650.413.1300
(c) +1  614.907.1912
"
37351,Cybersecurity - Advisory COE (19 epics),EPIC0037351,,VECTR SSO Integration - Minor Cybersecurity Secure Design and Engineering Service,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"• Name of Project/Request: VECTR SSO Integration
• Description of Project/Request: To implement SSO authentication with an existing application.
• Please provide any available documentation.   https://docs.vectr.io/sso/
• Have you submitted this request in ServiceNow? NO
o If yes, what is your ServiceNow Idea, Demand, or Project Number: NA
• Is this a Pre-Purchase Request (YES or NO): NO
• Does this request involve Hardware (I.e. - Medical Devices, Tablets, Wearables, Other Devices)? NO
o If yes, what type(s)? NA
• What is the Highest classification of Data for your request/project?
o Public, Internal, Confidential, Restricted Confidential (Choose One)
• Does this service or system require access from the internet?
o Yes/No (Choose One)
• What is your requested Timeline: ASAP
• CCF Line of Business/Institute: Cyber Security
• Contacts: 
o CCF Business Owner: Kevin Tambascio
o CCF Project Manager: Kevin Tambascio
o CCF Technical Lead: David Charbel
o Vendor Company Name: Security Risk Advisors
o Vendor Contact Name, Phone, Email: https://docs.vectr.io/

"
37422,Cybersecurity - Red Team (38 epics),EPIC0037422,,Verification of Privilege Access Changes,18,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,The IAM team is implementing a series of changes to remove local administrator access and provide a better method for privileged actions. The Threat Sim team needs to verify these types of changes as they are implemented.
37462,Cybersecurity - Data & Application Protection (14 epics),EPIC0037462,,G800- Cybersecurity Administrative Tasks - Data Team,35,Data and Application Protection,Community Effort,Community Epics,Cybersecurity - Data & Application Protection,General Cybersecurity  Administrative Tasks - Data Team
37511,Cybersecurity - Red Team (38 epics),EPIC0037511,,Standard Windows Server Controls Assessment,18,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,Request a standard Windows server and conduct a security assessment to understand the weaknesses and vulnerabilities contained on a standard image. This would be similar to the Windows laptop control assessment in 2021. 
37513,Cybersecurity - Advisory COE (59 epics),EPIC0037513,,EAP Expert - Minor Cybersecurity Secure Design and Engineering Service,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,Cyber Review of EAP Expert and the requirements of using Parallels Remote Access application
37536,Cybersecurity - Advisory COE (59 epics),EPIC0037536,,WAF Request Review - Minor Cybersecurity Secure Design and Engineering Service,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"1. Does this request involve the purchase of hardware or software? No
2. Please provide a description of your request, including intended use. Both websites are informational sites for two different research prjects, ADRC and COBRE.  This Wordpress based website will be used to display information and direct current and future research participants to appropriate information and associated Redcap forms.
3. Please provide the name of the system, service, device, and/or application related to your request.  We are asking for standard port 80 and 443 external access and SSL to support the Hosting of the following websites on an existing hardware hosting enviroment.  
nevadacntn.org
nevadacntn.com
nvadrc.org
4. Does this request involve Hardware (I.e. - Devices (Tablets, Wearables, etc.), IoT (Internet of Things), Medical Devices used in the clinical setting for the cafeteria and/or patient care (I.e. - Laptops, iPad, Cameras, Pumps, Imaging equip, Ultrasound, etc.)?  No
4.1. If yes, what type(s)?  (Please include Device Manufacturer, Device Model, Device Description (Infusion Pump, Blood Gas, JACE Controller, Ultrasound, Etc.)
5. Please provide an Overview of the System related to this Cyber review (including connections to other CCF systems/Assets/Devices (Epic, PAX...)): N/A
5.1. Please provide any available documentation (Security, SOC certification, MDS2, DICOM Conformance Statement, Network Diagram, List of used Ports/Protocols, SBOM, etc.)   
6. What type of Data is stored, processed and/or transmitted with this system?
6.1. De-identified medical data, data set containing no PHI NONE
6.2. Limited data set, data set containing PHI that excludes direct identifiers NONE
6.3. Non-medical patient demographic data NONE
6.4. PHI (Protected Health Information: MRN, etc.) NONE
6.5. PII (Name, Social Security Number, Phone number, address, etc.) NONE
6.6. Proprietary Information (contracts, medium-value trade secrets, short-term business plans) NONE
6.7. Intellectual Property NONE
6.8. Statutorily protected PHI (HIV testing, mental health treatment, physical or sexual abuse, etc.) NONE
6.9. Other, please specify This is basically IRB Approved informational pages to provide information on ADRC and COBRE Research general info.  No PHI is collected on this site.  IRB Approved Redcap forms are used when collecting any user requested information.
7. Will this Data be Transferred and/or Shared with any Third Parties? NO
8. Where will this system, service, device, and/or application be installed?
8.1. Cloud-based (Amazon Web Services (AWS), Microsoft Azure, Google Cloud Platform (GCP), Third-party hosted) NO
8.2. Installed within Cleveland Clinic's environment (on-prem) NO
8.3. Hybrid (Cloud and On-prem) NO
9. What is your Estimated Go-Live: Already live on external host.  Working to move the hosting internally.
10. CCF Line of Business/Institute:  Research projects being conducted at Cleveland Clinic Lou Ruvo Center for Brain Health in Las Vegas
11. CCF Contacts:
11.1.                      CCF Business Owner: Dr. Justin Miller
11.2.                      CCF Project Manager: Brook Hurd
11.3.                      CCF Technical Lead: Brook Hurd
11.4.                      Third-Party/Vendor Relationship Manager (CCF employee most familiar with the products or services provided by this vendor): N/A
12. Third-Party/Vendor Contacts: N/A
12.1.                      Vendor Company Name: N/A
12.2.                      Vendor Contact Name, Phone, Email: N/A
12.3.                      Vendors Main/Company Website: N/A
"
37551,Cybersecurity - Red Team (38 epics),EPIC0037551,,Identity and Access Management,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,Validation of our Identity and Access Management controls.
37556,Cybersecurity - Advisory COE (59 epics),EPIC0037556,,Bright Horizons EdAssist Solutions SSO - Cybersecurity Secure Design and Engineering Service,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,Copy and Paste Request info here
37624,Cybersecurity - Red Team (38 epics),EPIC0037624,,2022 External Pentest Support,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,"Supporting external vendors (aside from Synack) who we hire out to conduct pentesting, purple teaming, or red teaming of our organization."
